Area Abbreviation,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013
TKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7096000.0,7255000.0,6948000.0,6635000.0,5250000.0,5634000.0,5936000.0,7646000.0,8237000.0,8995000.0,10426000.0,11367000.0,11327000.0,12839000.0,13892000.0,13463000.0,13429000.0,12702000.0,12721000.0,11762000.0,11960000,12054000
UGA,12799000.0,13044000.0,13863000.0,14027000.0,13682000.0,13296000.0,15596000.0,16428000.0,17385000.0,21262000.0,21078000.0,21640000.0,21689000.0,23187000.0,24516000.0,24509000.0,24388000.0,23797000.0,21769000.0,21788000.0,23614000.0,25813000.0,26925000.0,26112000.0,25914000.0,26930000.0,28196000.0,29805000.0,31554000.0,32257000.0,32698000.0,32232000.0,33843000.0,33735000.0,35378000.0,34828000.0,35988000.0,38812000.0,42019000.0,43307000.0,45152000.0,46544000.0,47922000.0,48407000.0,48293000.0,48170000.0,48739000.0,37211000.0,38194000.0,39875000.0,40265000.0,41005000,40944000
UKR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157361000.0,156184000.0,144264000.0,136978000.0,129619000.0,124210000.0,119589000.0,112971000.0,118158000.0,118868000.0,131753000.0,120237000.0,145999000.0,135752000.0,144689000.0,136809000.0,152149000.0,126773000.0,142927000.0,167793000.0,143969000,153750000
ARE,96000.0,101000.0,108000.0,115000.0,119000.0,143000.0,163000.0,190000.0,225000.0,272000.0,285000.0,330000.0,543000.0,673000.0,822000.0,1103000.0,1256000.0,1460000.0,1662000.0,1848000.0,2035000.0,2375000.0,2603000.0,3017000.0,2947000.0,3303000.0,3598000.0,3428000.0,3544000.0,3519000.0,3663000.0,4391000.0,4592000.0,4782000.0,4898000.0,4940000.0,4945000.0,5222000.0,6147000.0,6354000.0,5828000.0,6326000.0,6580000.0,6517000.0,6710000.0,8432000.0,9817000.0,11794000.0,11873000.0,12253000.0,12943000.0,14175000,15444000
GBR,117090000.0,125060000.0,125159000.0,127434000.0,129205000.0,125513000.0,128649000.0,132405000.0,133445000.0,133123000.0,133617000.0,133393000.0,132817000.0,130259000.0,127278000.0,128625000.0,131987000.0,132528000.0,133831000.0,128776000.0,127118000.0,135372000.0,131149000.0,132867000.0,131343000.0,133490000.0,133470000.0,134597000.0,134222000.0,133515000.0,129751000.0,132955000.0,131707000.0,133588000.0,129456000.0,134946000.0,137653000.0,137296000.0,139757000.0,138666000.0,144443000.0,145480000.0,148295000.0,147730000.0,150257000.0,148738000.0,146990000.0,148209000.0,145861000.0,146770000.0,146143000.0,146451000,149979000
TZA,12367000.0,12810000.0,13109000.0,12965000.0,13742000.0,14517000.0,14433000.0,15071000.0,15344000.0,16190000.0,15490000.0,15950000.0,17192000.0,18180000.0,21269000.0,22200000.0,22705000.0,23331000.0,25133000.0,24188000.0,25289000.0,27057000.0,28255000.0,28558000.0,28906000.0,29771000.0,30186000.0,29621000.0,31028000.0,31387000.0,33886000.0,33781000.0,33332000.0,34429000.0,33106000.0,33073000.0,34741000.0,35414000.0,35217000.0,34437000.0,35179000.0,39054000.0,35219000.0,42004000.0,44312000.0,47662000.0,49289000.0,48669000.0,51600000.0,53643000.0,56322000.0,55833000,59136000
USA,559347000.0,556319000.0,552630000.0,555677000.0,589288000.0,596129000.0,603444000.0,628936000.0,647869000.0,646576000.0,678905000.0,691014000.0,683179000.0,613150000.0,642217000.0,652239000.0,674580000.0,711429000.0,730542000.0,700241000.0,717866000.0,751515000.0,730857000.0,767510000.0,781596000.0,813060000.0,832334000.0,760821000.0,797454000.0,835926000.0,830811000.0,864199000.0,850575000.0,913340000.0,851713000.0,906255000.0,910904000.0,921577000.0,939541000.0,964963000.0,951203000.0,937972000.0,962709000.0,997495000.0,982124000.0,948891000.0,965464000.0,936095000.0,929625000.0,909478000.0,892416000.0,910537000,938639000
URY,4631000.0,4448000.0,4682000.0,4723000.0,4581000.0,4610000.0,4327000.0,4258000.0,4710000.0,4876000.0,4943000.0,4846000.0,4976000.0,4973000.0,5109000.0,5063000.0,4699000.0,4564000.0,4964000.0,4807000.0,5050000.0,4951000.0,4656000.0,4878000.0,4736000.0,4732000.0,4972000.0,4892000.0,4863000.0,5143000.0,4880000.0,5450000.0,5495000.0,5710000.0,5571000.0,5999000.0,6029000.0,6110000.0,6016000.0,6096000.0,6588000.0,6121000.0,6106000.0,6126000.0,6237000.0,6149000.0,6957000.0,7051000.0,7511000.0,6879000.0,7582000.0,7947000,7792000
UZB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32167000.0,31018000.0,29933000.0,29883000.0,29108000.0,29194000.0,28657000.0,29216000.0,28341000.0,29206000.0,31473000.0,33331000.0,34098000.0,37844000.0,41766000.0,45387000.0,48420000.0,51204000.0,55304000.0,58940000.0,64002000,67245000
VUT,97000.0,101000.0,103000.0,102000.0,107000.0,111000.0,115000.0,115000.0,117000.0,125000.0,127000.0,132000.0,142000.0,149000.0,141000.0,147000.0,155000.0,164000.0,177000.0,175000.0,172000.0,185000.0,190000.0,204000.0,209000.0,207000.0,213000.0,216000.0,211000.0,224000.0,224000.0,227000.0,232000.0,231000.0,227000.0,246000.0,256000.0,270000.0,271000.0,276000.0,274000.0,279000.0,292000.0,294000.0,299000.0,314000.0,331000.0,343000.0,353000.0,368000.0,366000.0,374000,382000
VEN,9523000.0,9369000.0,9788000.0,10539000.0,10641000.0,10772000.0,11126000.0,12014000.0,12537000.0,13503000.0,14014000.0,14120000.0,14510000.0,14945000.0,16339000.0,17455000.0,20451000.0,21390000.0,21987000.0,23468000.0,24496000.0,24327000.0,23331000.0,25622000.0,24659000.0,23323000.0,25706000.0,28935000.0,25402000.0,22804000.0,25644000.0,27637000.0,28228000.0,27550000.0,28693000.0,29186000.0,29780000.0,32306000.0,31339000.0,33765000.0,34948000.0,30809000.0,32270000.0,33755000.0,33423000.0,35359000.0,39994000.0,43357000.0,43545000.0,45290000.0,46151000.0,45196000,45462000
VNM,23856000.0,25220000.0,26053000.0,26377000.0,26961000.0,27355000.0,27745000.0,28698000.0,29565000.0,30841000.0,30771000.0,31243000.0,32134000.0,32526000.0,31466000.0,34662000.0,36783000.0,38466000.0,42164000.0,43198000.0,44210000.0,43501000.0,43768000.0,45795000.0,45379000.0,47494000.0,48326000.0,48736000.0,48989000.0,48135000.0,49663000.0,52944000.0,56013000.0,58592000.0,60708000.0,63134000.0,65925000.0,68431000.0,72303000.0,78034000.0,82222000.0,87577000.0,92275000.0,95462000.0,98395000.0,99783000.0,104261000.0,104562000.0,107692000.0,113477000.0,112747000.0,125554000,128111000
YEM,2982000.0,3038000.0,3147000.0,3224000.0,3328000.0,3358000.0,3420000.0,3411000.0,3386000.0,3348000.0,3649000.0,3735000.0,4110000.0,4223000.0,4434000.0,4666000.0,5210000.0,5660000.0,5933000.0,6039000.0,6277000.0,6646000.0,6694000.0,7065000.0,7286000.0,7747000.0,7655000.0,8488000.0,8757000.0,8368000.0,8731000.0,9056000.0,9732000.0,9634000.0,9841000.0,10191000.0,10631000.0,11505000.0,11623000.0,12018000.0,12374000.0,12707000.0,13482000.0,13461000.0,14057000.0,14852000.0,16064000.0,16201000.0,17127000.0,17008000.0,17090000.0,18371000,18745000
ZMB,2976000.0,3057000.0,3069000.0,3121000.0,3236000.0,3523000.0,3688000.0,3791000.0,3904000.0,4006000.0,4138000.0,4420000.0,4586000.0,4541000.0,4576000.0,4708000.0,4963000.0,4963000.0,4949000.0,4934000.0,4927000.0,4921000.0,4923000.0,5006000.0,5010000.0,5205000.0,5372000.0,5625000.0,5927000.0,6104000.0,6188000.0,6160000.0,6510000.0,6704000.0,6880000.0,6974000.0,6876000.0,6986000.0,7449000.0,7043000.0,7351000.0,7318000.0,7715000.0,7770000.0,7947000.0,8277000.0,8189000.0,8612000.0,9212000.0,9787000.0,10063000.0,10511000,10996000
ZWE,3260000.0,3503000.0,3479000.0,3738000.0,3940000.0,3991000.0,4202000.0,4443000.0,4486000.0,4714000.0,5052000.0,5351000.0,5200000.0,5541000.0,5575000.0,5798000.0,5635000.0,5598000.0,5867000.0,6222000.0,6326000.0,6258000.0,6292000.0,6485000.0,6461000.0,6494000.0,6525000.0,6717000.0,6902000.0,6960000.0,6861000.0,6931000.0,7114000.0,7217000.0,7188000.0,7792000.0,8000000.0,8156000.0,8110000.0,8355000.0,8586000.0,8116000.0,8119000.0,8218000.0,8070000.0,8581000.0,8545000.0,8492000.0,8936000.0,9301000.0,9689000.0,9915000,9786000
